ACCESSION_NUMBER	OWNERSIGNATURENAME	OWNERSIGNATUREDATE
0001437749-25-038997	/s/ Brian Evans	30-DEC-2025
0001193125-25-337471	Rachel Goldman	30-DEC-2025
0001193125-25-337469	Carlo Buffone	30-DEC-2025
0001225208-25-010220	/s/ Brittany A. Uthoff as Attorney-in-Fact for Robert R. Bennett	30-DEC-2025
0001225208-25-010219	/s/ Brittany A. Uthoff as Attorney-in-Fact for John C. Malone	30-DEC-2025
0001193125-25-337462	/s/ Kenneth Yi, as Attorney-in-Fact for John Kent Walker	30-DEC-2025
0001835544-25-000005	/s/Chidozie Ugwumba	30-DEC-2025
0001623528-25-000003	/s/ Daniel E. Smith	30-DEC-2025
0001104659-25-125348	/s/ Julia Xu	30-DEC-2025
0001104659-25-125347	/s/ Ramnath Iyer	30-DEC-2025
0001104659-25-125346	/s/ Himanshu Shah	30-DEC-2025
0001967117-25-000010	/s/ Christina Poler as attorney-in-fact for John R. Gallagher	30-DEC-2025
0001171843-25-008127	/s/ William Snider	30-DEC-2025
0001185533-25-000017	Douglas R. Jamieson as Attorney-in-Fact for Mario J. Gabelli	30-DEC-2025
0001171843-25-008126	/s/ William Snider	30-DEC-2025
0001193125-25-337437	/s/ Henry Ji, Scilex Holding Company, Chief Executive Officer, President and Chairperson	30-DEC-2025
0000899140-25-001481	/s/ Globalharvest Holdings Venture Ltd by Jose Bouzas, Director	30-DEC-2025
0001193125-25-337426	/s/ Kenneth Yi, as Attorney-in-Fact for Ruth M. Porat	30-DEC-2025
0001739230-25-000003	/s/ David M. Zlotchew, Attorney-in-Fact for Alice K. Jackson	30-DEC-2025
0002050921-25-000003	/S/ Jaehyun Park attorney-in-fact for Yeong Gwon Pak	30-DEC-2025
0001193125-25-337416	/s/ Kenneth Yi, as Attorney-in-Fact for Anat Ashkenazi	30-DEC-2025
0001607990-25-000005	/s/ Jae Kim as Attorney-in-Fact	30-DEC-2025
0001712276-25-000017	/s/ Kyle Nelson, attorney-in-fact	30-DEC-2025
0001510281-25-000639	Boaz Weinstein	30-DEC-2025
0001510281-25-000639	Saba Capital Management, L.P. By: Zachary Gindes	30-DEC-2025
0001375800-25-000005	/s/ Adam Eltoukhy, attorney-in-fact on behalf of Jonathan Chadwick	30-DEC-2025
0001510281-25-000638	Boaz Weinstein	30-DEC-2025
0001510281-25-000638	Saba Capital Management, L.P. By: Zachary Gindes	30-DEC-2025
0001193125-25-337402	/s/ Cassandra Monteon	30-DEC-2025
0001510281-25-000637	Boaz Weinstein	30-DEC-2025
0001510281-25-000637	Saba Capital Management, L.P. By: Zachary Gindes	30-DEC-2025
0002093489-25-000005	/s/ Linnea Thompson as Attorney-in-Fact for Ketan M. Patel	30-DEC-2025
0001510281-25-000636	Saba Capital Management, L.P. By: Zachary Gindes	30-DEC-2025
0001510281-25-000636	Boaz Weinstein	30-DEC-2025
0001510281-25-000635	Saba Capital Management, L.P. By: Zachary Gindes	30-DEC-2025
0001510281-25-000635	Boaz Weinstein	30-DEC-2025
0001437749-25-038992	/s/ Jeffrey D. Jones, by Power of Attorney	30-DEC-2025
0001730168-25-000132	/s/ Noelle Matteson, Attorney-in-Fact for Mark Brazeal	30-DEC-2025
0000950103-25-016699	/s/ Erin Guldiken, attorney-in-fact for Jennifer Newstead	30-DEC-2025
0001979088-25-000013	/s/ Marie Reider, Attorney-in-Fact	30-DEC-2025
0001973685-25-000004	Lisa Lenstrohm, Attorney-in-Fact	30-DEC-2025
0000103379-25-000075	/s/ Vivian Coates for Matthew J. Shattock (pursuant to signing authority on file)	30-DEC-2025
0000103379-25-000073	/s/ Vivian Coates for Mark S. Hoplamazian (Pursuant to Signing Authority on File)	30-DEC-2025
0001564301-25-000015	Attorney-In-Fact:/Andrew P. Stone	30-DEC-2025
0000103379-25-000071	/s/ Vivian Coates for Richard Carucci (pursuant to signing authority on file)	30-DEC-2025
0001493152-25-029673	/s/ Daniel Arbour	30-DEC-2025
0001718218-25-000003	/s/Theodore Brombach	30-DEC-2025
0001167496-25-000010	/s/ Sandra Stoneman, Attorney-in-Fact	30-DEC-2025
0001221603-25-000016	Attorney-In-Fact:/Andrew P. Stone	30-DEC-2025
0001193125-25-337386	/s/ Kenneth Yi, as Attorney-in-Fact for Anat Ashkenazi	30-DEC-2025
0001233565-25-000011	Attorney-In-Fact:/Andrew P. Stone	30-DEC-2025
0001195697-25-000008	Thomas W. Toomey	30-DEC-2025
0001193125-25-337380	/s/ Benjamin G. Jackson, Attorney-in-fact	30-DEC-2025
0000950103-25-016698	/s/ Erin Guldiken, attorney-in-fact for Javier Olivan	30-DEC-2025
0001493152-25-029671	/s/ Seth Jason Berl	30-DEC-2025
0001193125-25-337375	/s/ James Gernetzke	30-DEC-2025
0001213900-25-126730	/s/ Eric Sprott	30-DEC-2025
0001213900-25-126730	/s/ Eric Sprott	30-DEC-2025
0001193125-25-337370	/s/ James Gernetzke, attorney-in-fact for Matias Olivera	30-DEC-2025
0001957644-25-000003	/s/ Joshua Koenig	30-DEC-2025
0001225208-25-010216	/s/ Anthony J. Tommasino	30-DEC-2025
0001225208-25-010215	/s/ Lance K. Parker	30-DEC-2025
0001225208-25-010214	/s/ Clayton K. Y. Chun	30-DEC-2025
0000912282-25-001474	Trina Solar (Schweiz) AG By:  Vincenzo Costanzelli, Chairman of the Board of Directors	30-DEC-2025
0000912282-25-001472	Trina Solar (Schweiz) AG By:  Vincenzo Costanzelli, Chairman of the Board of Directors	30-DEC-2025
0001437749-25-038989	/s/ Eric Boehnke	30-DEC-2025
0001193125-25-337359	/s/ Bernard Chung as attorney-in-fact for Stefan Krause	30-DEC-2025
0001193125-25-337357	/s/ Bernard Chung as attorney-in-fact for Jason Lloyd	30-DEC-2025
0001193125-25-337356	/s/ Bernard Chung as attorney-in-fact for Kenneth Dale Thieneman	30-DEC-2025
0001193125-25-337354	/s/ Bernard Chung as attorney-in-fact for Adrian Keppler	30-DEC-2025
0001193125-25-337346	/s/ Fadillah Badar, as Attorney-in-Fact for Sundar Pichai	30-DEC-2025
0000950142-25-003278	/s/ Jerel A. Hopkins, Esq., VP, General Counsel and Corporate Secretary	30-DEC-2025
0001214659-25-018632	/s/ Saria Tseng	24-DEC-2025
0001530255-25-000005	Daniel B. Kim, as attorney-in-fact	30-DEC-2025
0001670865-25-000003	Daniel B. Kim, as attorney-in-fact	30-DEC-2025
0001876361-25-000005	Daniel B. Kim, as attorney-in-fact	30-DEC-2025
0001502370-25-000006	Daniel B. Kim, as attorney-in-fact	30-DEC-2025
0001999371-25-021397	/s/ Martin Davidson, Chief Accounting Officer, TPG GP A, LLC (6)	30-DEC-2025
0001999371-25-021397	/s/ Christopher Moore, Authorized Signatory of GP, Angelo, Gordon & Co., L.P. (6)	30-DEC-2025
0001999371-25-021397	/s/ Christopher Moore, Authorized Signatory, AG GP LLC (6)	30-DEC-2025
0001999371-25-021397	/s/ Gerald Neugebauer, on behalf of James G. Coulter (6) (7)	30-DEC-2025
0001999371-25-021397	/s/ Gerald Neugebauer, on behalf of Jon Winkelried (6) (7)	30-DEC-2025
0001670836-25-000006	Daniel B. Kim, as attorney-in-fact	30-DEC-2025
0001805909-25-000003	Daniel B. Kim, as attorney-in-fact	30-DEC-2025
0001193125-25-337338	/s/ Christian Formica, Attorney-in-Fact	30-DEC-2025
0001791884-25-000003	Daniel B. Kim, as attorney-in-fact	30-DEC-2025
0001193125-25-337337	/s/ Christian Formica, Attorney-in-Fact	30-DEC-2025
0001366574-25-000011	/s/ Chad Skinner, by power of attorney	30-DEC-2025
0001882913-25-000007	/s/ Elizabeth Fisher, as attorney in fact for Skates Spenser	30-DEC-2025
0001437749-25-038988	/s/ Jeffrey C. Royal	30-DEC-2025
0001654413-25-000005	/s/ Brennan McGreevy, Attorney in Fact	30-DEC-2025
0000921895-25-003403	/s/ Aayushi Dalal	30-DEC-2025
0001193125-25-337334	Rachel Goldman	30-DEC-2025
0001794887-25-000009	SARAH SUPER	30-DEC-2025
0001193125-25-337332	Carlo Buffone	30-DEC-2025
0001472257-25-000010	Steven Piano	30-DEC-2025
0001781072-25-000012	RYAN LEE OSTROM	30-DEC-2025
0001214659-25-018631	By: /s/ Milton C. Ault, III, Chief Executive Officer of Ault & Company, Inc.	30-DEC-2025
0001890027-25-000012	Richard D Cook	30-DEC-2025
0001193125-25-337328	/s/ W. Whitney George	30-DEC-2025
0001423029-25-000009	/s/Christopher Anzalone	30-DEC-2025
0001506045-25-000007	/s/Mauro Ferrari	30-DEC-2025
0001193125-25-337324	/s/ Jan G. J. van de Winkel, President and Chief Executive Officer, Genmab A/S	30-DEC-2025
0001193125-25-337324	/s/ Anthony Pagano, Executive Vice President & Chief Financial Officer, Genmab A/S	30-DEC-2025
0001048695-25-000159	/s/ Angelique M. Okeke by Power of Attorney	30-DEC-2025
0001104659-25-125296	/s/ Stanley Mbugua	30-DEC-2025
0001104659-25-125295	/s/ Nathaniel Bradley	30-DEC-2025
0001104659-25-125294	/s/ Brett Moyer	30-DEC-2025
0000945621-25-001258	/s/ Miles Beatty	30-DEC-2025
0001493152-25-029665	/s/ Tsun Yee Law	30-DEC-2025
0001493152-25-029663	/s/ Kenny Joe Yung Yu	30-DEC-2025
0001193125-25-337299	Michelle A. Gillis By: Joseph C. Alter, as Attorney-in-Fact	30-DEC-2025
0001493152-25-029661	/s/ Jiang Yu	30-DEC-2025
0001493152-25-029659	/s/ James John Walker	30-DEC-2025
0001731562-25-000005	/S/ DAVID CH LEE	30-DEC-2025
0001612241-25-000005	/s/ Glenn J. Keeler	30-DEC-2025
0001130753-25-000003	/s/ Glenn J. Keeler, attorney-in-fact	30-DEC-2025
0001567627-25-000003	/s/ Glenn J. Keeler, attorney-in-fact	30-DEC-2025
0001214659-25-018630	By: /s/ Milton C. Ault, III, Chief Executive Officer of Ault & Company, Inc.	30-DEC-2025
0001214659-25-018630	By: /s/ Milton C. Ault, III	30-DEC-2025
0001214659-25-018629	/s/ Milton C. Ault, III	30-DEC-2025
0001493152-25-029658	/s/ Diane Elizabeth Hare	30-DEC-2025
0001493152-25-029654	/s/ Jiang Yu, Sole Shareholder and Director of I Financial Ventures Group LLC	30-DEC-2025
0001902325-25-000006	/s/ Jerome Ronnell Bailey, by Connie Egan as Attorney in Fact	30-DEC-2025
0002004802-25-000003	Ian M. Eckert	30-DEC-2025
0001743907-25-000080	/s/ Rose Neale, as attorney-in-fact for Colton Snow	30-DEC-2025
0000840489-25-000139	/s/ R. Douglas Orr	30-DEC-2025
0000072903-25-000288	Kristin L. Westlund, Attorney in Fact for Timothy A. Welsh	30-DEC-2025
0000072903-25-000286	Kristin L. Westlund, Attorney in Fact for Charles G. Pardee	30-DEC-2025
0001959618-25-000005	/s/ Kathryn A. Lloyd, Attorney-in-Fact	30-DEC-2025
0000072903-25-000284	Kristin L. Westlund, Attorney in Fact for Patricia Kampling	30-DEC-2025
0001628280-25-059129	/s/ Stephen C. Chen	30-DEC-2025
0001628280-25-059128	/s/ James Laufman, attorney-in-fact	30-DEC-2025
0000072903-25-000282	Kristin L. Westlund, Attorney in Fact for Lynn Casey	30-DEC-2025
0000072903-25-000280	Kristin L. Westlund, Attorney in Fact for Megan D. Burkhart	30-DEC-2025
0001437749-25-038983	/s/ John Yarbrough by Power of Attorney	30-DEC-2025
0001213900-25-126685	/s/ Christopher Donaghey	30-DEC-2025
0001437749-25-038981	/s/ John Yarbrough by Power of Attorney	30-DEC-2025
0001193125-25-337240	/s/ Jeremy Gibb, as attorney-in-fact	30-DEC-2025
0001437749-25-038979	/s/ John Yarbrough by Power of Attorney	30-DEC-2025
0001437749-25-038978	/s/ Steven Michael Hennen	30-DEC-2025
0001193125-25-337237	/s/ Jeremy Gibb, as attorney-in-fact	30-DEC-2025
0001193125-25-337235	/s/ Jeremy Gibb, as attorney-in-fact	30-DEC-2025
0001493152-25-029641	/s/ Daniyel Erdberg	29-DEC-2025
0001628280-25-059126	/s/ Christopher J. Joyce, as Attorney-in-Fact, for Robert L. Scavo	30-DEC-2025
0001493152-25-029635	/s/ Heather Atkinson, as attorney-in-fact for Thomas Finke	30-DEC-2025
0001493152-25-029633	/s/ Daniyel Erdberg	29-DEC-2025
0001161697-25-000492	/s/ Molly Harper	30-DEC-2025
0001161697-25-000489	/s/ Jeffrey Del Carmen	30-DEC-2025
0001161697-25-000493	/s/ Patrick J. McEnany	30-DEC-2025
0001161697-25-000494	/s/ Steve Miller	30-DEC-2025
0001161697-25-000488	/s/ Richard J. Daly	30-DEC-2025
0001161697-25-000496	/s/ David S. Tierney	30-DEC-2025
0001161697-25-000491	/s/ Brian Elsbernd	30-DEC-2025
0001161697-25-000495	/s/ Preethi Sundaram	30-DEC-2025
0001161697-25-000490	/s/ Donald A. Denkhaus	30-DEC-2025
0001654954-25-014419	/s/ John Swallow	30-DEC-2025
0001628280-25-059123	/s/ Christopher J. Joyce, as Attorney-in-Fact, for Hyong (Ken) Kim	30-DEC-2025
0001517413-25-000359	/s/ Tara Seracka, Attorney-in-Fact	30-DEC-2025
0001859449-25-000006	/s/ Ryan Sakamoto, Attorney-in-Fact for Reporting Person	30-DEC-2025
0001437749-25-038975	/s/ Steven Michael Hennen	30-DEC-2025
0001193125-25-337225	SC SPAC Holdings LLC, By: /s/ Chamath Palihapitiya	30-DEC-2025
0001193125-25-337225	AEXA Sponsor LLC, By: /s/ Chamath Palihapitiya as Manager	30-DEC-2025
0001193125-25-337225	Chamath Palihapitiya, By: /s/ Chamath Palihapitiya	30-DEC-2025
0000905148-25-004505	/s/ Brad Cetron, Managing Director for Neuberger Berman Group LLC	30-DEC-2025
0000905148-25-004505	/s/ Brad Cetron, Managing Director for Neuberger Berman Investment Advisers LLC	30-DEC-2025
0000905148-25-004505	/s/ Brad Cetron, Managing Director for Neuberger Berman Investment Advisers Holdings LLC	30-DEC-2025
0001437749-25-038973	/s/ John Yarbrough by Power of Attorney	30-DEC-2025
0001628280-25-059121	/s/ Christopher J. Joyce, as Attorney-in-Fact, for John E. Kao	30-DEC-2025
0001193125-25-337216	AEXA Sponsor LLC, By: /s/ Chamath Palihapitiya as Manager	30-DEC-2025
0001193125-25-337216	SC SPAC Holdings LLC, By: /s/ Chamath Palihapitiya	30-DEC-2025
0001193125-25-337216	Chamath Palihapitiya, By: /s/ Chamath Palihapitiya	30-DEC-2025
0001437749-25-038970	/s/ John Yarbrough by Power of Attorney	30-DEC-2025
0000794170-25-000143	/s/ Michael J. Grubb, attorney-in-fact	30-DEC-2025
0001193125-25-337208	/s/ Dean C. Kehler	30-DEC-2025
0001741768-25-000005	/s/ Stephanie L. Horton as attorney-in-fact	30-DEC-2025
0001846661-25-000005	/s/ Stephanie L. Horton as attorney-in-fact	30-DEC-2025
0001682657-25-000005	/s/ Stephanie L. Horton, as attorney-in-fact	30-DEC-2025
0001742527-25-000005	/s/ Stephanie L. Horton as attorney-in-fact	30-DEC-2025
0001565392-25-000006	/s/ Stephanie L. Horton as attorney-in-fact	30-DEC-2025
0001628280-25-059118	/s/ Christopher J. Joyce, as Attorney-in-Fact, for Dawn C. Maroney	30-DEC-2025
0001437749-25-038968	/s/ John Yarbrough by Power of Attorney	30-DEC-2025
0001193125-25-337203	/s/ Jeffrey Vignos, as attorney-in-fact	30-DEC-2025
0001437749-25-038966	/s/ John Yarbrough by Power of Attorney	30-DEC-2025
0001193125-25-337191	/s/ Jeffrey Vignos, as attorney-in-fact	30-DEC-2025
0001298785-25-000003	/s/ Gary A. Kreitzer	30-DEC-2025
0001437749-25-038963	/s/ John Yarbrough by Power of Attorney	30-DEC-2025
0001610717-25-000426	/s/ Nathan Salha, as Attorney-in-Fact for Wei-Li Shao	30-DEC-2025
0001193125-25-337184	/s/ Sheila DeWitt	30-DEC-2025
0000109380-25-000140	By Rena Miller as attorney in fact	30-DEC-2025
0001104659-25-125270	/s/ Douglas E. Onsi as attorney-in-fact for the reporting person	29-DEC-2025
0001193125-25-337182	/s/ George A Kegler	30-DEC-2025
0001193125-25-337181	/s/ Steven Trieu	30-DEC-2025
0001104659-25-125268	/s/ Douglas E. Onsi as attorney-in-fact for the reporting person	29-DEC-2025
0001193125-25-337179	/s/ Frank Pasqualone	30-DEC-2025
0001158839-25-000017	/s/ Brian D. Short, Attorney-in-Fact for James J. Kim	30-DEC-2025
0001994714-25-000007	/s/ Brian D. Short, Attorney-in-Fact	30-DEC-2025
0001213900-25-126665	/s/ Stephen W. McCahon	29-DEC-2025
0001158926-25-000014	/s/ Brian D. Short, Attorney-in-Fact for John T. Kim	30-DEC-2025
0001158922-25-000021	/s/ Brian D. Short, Attorney-in-Fact	30-DEC-2025
0001193125-25-337178	/s/ Marcus Schabacker	30-DEC-2025
0001158840-25-000017	/s/ Brian D. Short, Attorney-in-Fact for Agnes C. Kim	30-DEC-2025
0001104659-25-125266	/s/ Douglas E. Onsi as attorney-in-fact for the reporting person	29-DEC-2025
0001728557-25-000007	/s/ Kathryn A. Lloyd, Attorney-in-Fact	30-DEC-2025
0001193125-25-337175	/s/ Joseph Edward Tucker	30-DEC-2025
0001104659-25-125263	/s/ Douglas E. Onsi as attorney-in-fact for the reporting person	29-DEC-2025
0001225208-25-010213	A. Noni Holmes-Kidd, Attorney-in-fact for Madonna, John W.	30-DEC-2025
0001193125-25-337172	/s/ Michael D Webb	30-DEC-2025
0001104659-25-125262	/s/ Douglas E. Onsi as attorney-in-fact for the reporting person	29-DEC-2025
0001209992-25-000015	/s/ John C. Hill	30-DEC-2025
0001437749-25-038960	/s/ John Yarbrough by Power of Attorney	30-DEC-2025
0001193125-25-337171	/s/ Kevin Michael Coveney	30-DEC-2025
0000354950-25-000253	/s/ Stephanie Bignon, Attorney-in-Fact for Teresa Wynn Roseborough	30-DEC-2025
0001104659-25-125260	/s/ Douglas E. Onsi as attorney-in-fact for the reporting person	29-DEC-2025
0000897069-25-001848	/s/ John J. Wolfel, Attorney-in-Fact for Jin Kang	30-DEC-2025
0001061983-25-000057	/s/ John O. Faurescu, attorney-in-fact for Mr. Callos	30-DEC-2025
0001104659-25-125258	/s/ Douglas E. Onsi as attorney-in-fact for the reporting person	29-DEC-2025
0001437749-25-038958	/s/ John Yarbrough by Power of Attorney	30-DEC-2025
0001193125-25-337165	/s/ Kathleen Stevens, Attorney-in-Fact	30-DEC-2025
0001104659-25-125256	/s/ Douglas E. Onsi as attorney-in-fact for the reporting person	29-DEC-2025
0001244673-25-000007	/s/ Owen L. Wilcox, Attorney-in-Fact	30-DEC-2025
0001104659-25-125255	/s/ Douglas E. Onsi as attorney-in-fact for the reporting person	29-DEC-2025
0000897069-25-001846	Philip N. Garfinkle by John J. Wolfel, as Attorney-in-Fact	30-DEC-2025
0001817271-25-000005	/s/ Donald R. Reynolds, by Power of Attorney	30-DEC-2025
0001209033-25-000007	/s/ Owen L. Wilcox, Attorney-in-Fact	30-DEC-2025
0000320187-25-000156	/s/ Kelsey A. Baldwin, attorney-in-fact for Mr. Knight	30-DEC-2025
0001104659-25-125252	/s/ Douglas E. Onsi as attorney-in-fact for the reporting person	29-DEC-2025
0001673232-25-000018	/s/ John S. Hess, Jr. under Power of Attorney	30-DEC-2025
0001225208-25-010212	/s/ James L. Chosy by power of attorney for John P. Wiehoff	30-DEC-2025
0001225208-25-010211	/s/ James L. Chosy by power of attorney for Richard P. McKenney	30-DEC-2025
0001437749-25-038953	/s/ John Yarbrough by Power of Attorney	30-DEC-2025
0001104659-25-125251	/s/ Douglas E. Onsi	29-DEC-2025
0001493152-25-029618	/s/ Vincent LeVien	30-DEC-2025
0001493152-25-029617	/s/ Geoffrey Ling, MD	30-DEC-2025
0001493152-25-029615	/s/ Diane Parks	30-DEC-2025
0001493152-25-029614	/s/ Peter Diamandis	30-DEC-2025
0001550608-25-000011	/s/ Owen L. Wilcox, Attorney-in-Fact	30-DEC-2025
0001214659-25-018625	/s/ Kjelti Kellough, as attorney in fact for Mikael Cho	30-DEC-2025
0001214659-25-018624	/s/ Kjelti Kellough, as attorney in fact for Daine M. Weston	30-DEC-2025
0001214659-25-018623	/s/ Kjelti Kellough, as attorney in fact for Grant Farhall	30-DEC-2025
0001214659-25-018622	/s/ Kjelti Kellough	30-DEC-2025
0001214659-25-018621	/s/ Kjelti Kellough, as attorney in fact for Craig Peters	30-DEC-2025
0001214659-25-018620	/s/ Kjelti Kellough, as attorney in fact for Ken Mainardis	30-DEC-2025
0001628280-25-059114	/s/ Seth L. Kaplan, as attorney-in-fact	30-DEC-2025
0001214659-25-018619	/s/ Kjelti Kellough, as attorney in fact for Nathaniel Gandert	30-DEC-2025
0001214659-25-018618	/s/ Kjelti Kellough, as attorney in fact for Michael Teaster	30-DEC-2025
0001214659-25-018617	/s/ Kjelti Kellough, as attorney in fact for Gene Foca	30-DEC-2025
0001214659-25-018616	/s/ Kjelti Kellough, as attorney in fact for Jennifer Leyden	30-DEC-2025
0001214659-25-018615	/s/ Kjelti Kellough, as attorney in fact for Peter Orlowsky	30-DEC-2025
0001803392-25-000015	/s/ Kathryn A. Lloyd, Attorney-in-Fact	30-DEC-2025
0001193125-25-337156	/s/ Jacob A. Orville by Mark Busch, attorney-in-fact	30-DEC-2025
0001193125-25-337155	/s/ Brian Baranick by Mark Busch, attorney-in-fact	30-DEC-2025
0001193125-25-337154	/s/ Sarah Condella by Mark Busch, attorney-in- fact	30-DEC-2025
0001193125-25-337153	/s/ Kevin T. Conroy by Mark Busch, attorney-in- fact	30-DEC-2025
0001193125-25-337152	/s/ James Herriott by Mark Busch, attorney-in- fact	30-DEC-2025
0001193125-25-337151	/s/ Aaron Bloomer by Mark Busch, attorney-in- fact	30-DEC-2025
0001225208-25-010210	/s/ James L. Chosy by power of attorney for Roland A. Hernandez	30-DEC-2025
0001104659-25-125247	/s/ Douglas E. Onsi, as attorney-in-fact for the reporting person	29-DEC-2025
0001193125-25-337146	/s/Phillip John Riese	30-DEC-2025
0001317996-25-000007	/s/ Owen L. Wilcox, Attorney-in-Fact	30-DEC-2025
0000897069-25-001844	Cerontie LeVar Cook	30-DEC-2025
0001437749-25-038951	/s/ John Yarbrough by Power of Attorney	30-DEC-2025
0000320187-25-000154	/s/ Raymond Durham, Vice President of Swoosh, LLC	30-DEC-2025
0001776373-25-000003	/s/ Steven Franklin, on behalf of James H. Weber through Power of Attorney	30-DEC-2025
0001536208-25-000007	/s/ Owen L. Wilcox, Attorney-in-Fact	30-DEC-2025
0001652659-25-000003	/s/ Steven Franklin, on behalf of Peter L. Sefzik through Power of Attorney	30-DEC-2025
0001827672-25-000007	/s/ Jeffrey Farrow, Attorney-in-Fact	30-DEC-2025
0001575198-25-000007	/s/ Steven Franklin on behalf of Michael T. Ritchie through Power of Attorney	30-DEC-2025
0001437749-25-038949	/s/ John Yarbrough by Power of Attorney	30-DEC-2025
0001729090-25-000003	/s/ Steven Franklin, on behalf of Mauricio A. Ortiz through Power of Attorney	30-DEC-2025
0001208590-25-000008	/s/ Owen L. Wilcox, Attorney-in-Fact	30-DEC-2025
0001675626-25-000008	/s/ Steven Franklin, on behalf of Christine M. Moore through Power of Attorney	30-DEC-2025
0000320187-25-000152	/s/ Kelsey A. Baldwin, attorney-in-fact for Mr. Hill	30-DEC-2025
0001638643-25-000017	/s/ Edward S. Son by Power of Attorney for Daniel P. O'Day	30-DEC-2025
0001628434-25-000004	/s/ Kathleen Peacock, by power of attorney	30-DEC-2025
0001821096-25-000007	/s/ Owen L. Wilcox, Attorney-in-Fact	30-DEC-2025
0002009546-25-000006	/s/ Steven Franklin, on behalf of Bruce Mitchell through Power of Attorney	30-DEC-2025
0002087507-25-000006	/s/ Steven Franklin, on behalf of Kristina E. Janssens through Power of Attorney	30-DEC-2025
0000892251-25-000229	/s/ Robert E. Coletti	30-DEC-2025
0001437749-25-038947	/s/ John Yarbrough by Power of Attorney	30-DEC-2025
0001437749-25-038946	/s/ Ivan Arteaga	30-DEC-2025
0001628280-25-059111	/s/ Christopher J. Joyce	30-DEC-2025
0000892251-25-000228	/s/ Scott D. Farmer	30-DEC-2025
