ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001708000-25-000014	2851171	Common Class A - Retirement Plan				5068.0				D			
0001708000-25-000014	2851173	Common Class A				13621.0	F2			I		See Footnote	F2
0001707990-25-000013	2851230	Common Class A				41659.0	F1			I		See Footnote	F1
0001707990-25-000013	2851231	Common Class A				250.0	F2			I		See Footnote	F2
0001707990-25-000013	2851229	Common Class A - Retirement Plan				6278.0				D			
0001707990-25-000013	2851232	Common Class A				9767.0	F3			I		See Footnote	F3
0001626260-25-000013	2851132	Common Class A - Retirement Plan				3485.0				D			
0001626240-25-000013	2851282	Common Class A - Retirement Plan				10322.0				D			
0001592970-25-000013	2851258	Common Class A				13655.0	F2			I		See Footnote	F2
0001592970-25-000013	2851256	Common Class A - Retirement Plan				15763.0				D			
0001592970-25-000013	2851257	Common Class A				189065.0	F1			I		See Footnote	F1
0001675476-25-000011	2851233	Common Class A - Retirement Plan				3568.0				D			
0001707480-25-000011	2851216	Common Class A - Retirement Plan				21093.0				D			
0001592712-25-000010	2851196	Common Class A				7300.0	F1			I		See Footnote	F1
0001180008-25-000010	2851149	Common Class A				41496.0	F1			I		See Footnote	F1
0001180008-25-000010	2851150	Common Class A				7300.0	F2			I		See Footnote	F2
0001383493-25-000007	2851225	Common Stock				437692.0				I		ADvB 2016 GRAT	
0001383493-25-000007	2851226	Common Stock				2857.0				I		Family management company	F1
0001383493-25-000007	2851227	Common Stock				3944.0				I		Family management company	F2
0001383493-25-000007	2851228	Common Stock				180000.0				I		Spousal Trust	F3
0001180004-25-000013	2851165	Common Class A				36546.0	F3			I		See Footnote	F3
0001180004-25-000013	2851163	Common Class A				41496.0	F1			I		See Footnote	F1
0001180004-25-000013	2851164	Common Class A				7300.0	F2			I		See Footnote	F2
0001179684-25-000011	2851156	Common Class A				7300.0	F2			I		See Footnote	F2
0001179684-25-000011	2851155	Common Class A				41496.0	F1			I		See Footnote	F1
0001180017-25-000011	2851179	Common Class A				7300.0	F1			I		See Footnote	F1
0001180017-25-000011	2851178	Common Class A - Retirement Plan				35479.0				D			
0001180017-25-000011	2851180	Common Class A				2521.0	F2			I		See Footnote	F2
0002078870-25-000004	2851292	Common Stock				467147.0				I		GRAT 9 Follow-On Trust fbo Mary Alice Malone, Jr.	F1
0002078870-25-000004	2851293	Common Stock				14554.0				I		1984 Trust fbo Mary Alice Malone, Jr.	F1
0002078870-25-000004	2851294	Common Stock				14554.0				I		1984 Trust fbo Catherine Dorrance Malone	F2
0002078870-25-000004	2851295	Common Stock				13230543.0				I		Contango Limited LP	F3
0002078870-25-000004	2851296	Common Stock				1333.0				I		Hera Management LLC	F4
0002078870-25-000004	2851297	Common Stock				39960337.0				I		Mary Alice Dorrance Malone Revocable Trust	F5
0001193125-25-337048	2851288	Class B Common Stock, $.01 par value per share				342779.0				I		By The Jonas Foundation	
0001193125-25-337048	2851286	Class B Common Stock, $.01 par value  per share				60701.0				D		By HSJ 2019 Remainder Trust	
0001193125-25-337048	2851287	Class B Common Stock, $.01 par value per share				1811711.0				I		By Chartwell Holding LLC	
0001193125-25-337048	2851291	Class A Common Stock, $.01 par value per share				1574326.0				I			
0001193125-25-337048	2851289	Class B Common Stock, $.01 par value per share				197641.0				I		By 401(k) Plan	
0001193125-25-337048	2851290	Class B Common Stock, $.01 par value per share				3863.0	F2			I		By IDT A Partners, L.P.	
0001381197-25-000162	2851278	Class A common stock				3245000.0	F4, F3			D			
0001209992-25-000013	2851168	Common Stock				0.0				D			
0001464629-25-000003	2851327	Common Stock				20391.0				I		By IRA	
0001185533-25-000016	2851281	Series G Cumulative Preferred Shares				200000.0				D			
0001196963-25-000005	2851264	Common Stock				20000.0				I		Held in Ann Stratton Marital Trust B of 2005 of which Fred is a Trustee	
0001196963-25-000005	2851265	Common Stock				3880.0				D			
0001196963-25-000005	2851266	Common Stock				30300.0				I		Held in Fred and Anne Stratton 2012 Family Trust	
0001718133-25-000011	2851241	Common Shares of Beneficial Ownership				550859.24	F1			D		XA Investments LLC	
0001718133-25-000011	2851242	Common Shares of Beneficial Ownership				10250.0				I		By Spouse	
0001718133-25-000011	2851243	Common Shares of Beneficial Ownership				10299.9	F2			I			
0001200836-25-000013	2850791	Depositary Shares of Series A Preferred Stock	F2			6000.0				D			
0001008219-25-000004	2850943	Common Stock				3123.0				I		BY JAZEM I FAMILY PARTNERS, LP	
0001008219-25-000004	2850942	Common Stock				54184.0				I		BY ZYGOTE VENTURES LLC	
0002102527-25-000004	2850965	Common Stock				3603.0				D			
0000894671-25-000092	2850914	Common Shares				8815.3	F2			I		By ESOP	
0001922405-25-000007	2850906	Common Stock				10180970.0				I		By Pale Fire Capital SICAV a.s.	F2
0001922405-25-000007	2850907	Common Stock				100.0				I		By Pale Fire Capital SE	F3
0001463249-25-000005	2850929	Common Stock				56171.0	F1			D			
0000894671-25-000090	2850825	Common Shares				5595.53	F3			I		ESOP	
0000894671-25-000088	2850939	Common Shares				11826.05	F2			I		By Esop	
0000894671-25-000086	2851093	Common Shares				9464.84	F2			I		By Esop	
0001729859-25-000017	2851082	Common Stock				7051.0				I		By SIM	
0001729859-25-000017	2851086	Common Stock				11723.0				I			
0001729859-25-000017	2851081	Common Stock				7620.0				I		By SERP	
0001729859-25-000017	2851084	Common Stock				13781.0				I		By Stock Award III	F3
0001729859-25-000017	2851085	Common Stock				12068.0				I		By Stock Award IV	F4
0001729859-25-000017	2851079	Common Stock				60769.0				D		By 401(k)	
0001729859-25-000017	2851080	Common Stock				17130.0				I		By ESOP	
0001729859-25-000017	2851083	Common Stock				4214.0				I		By Stock Award II	F2
0001731365-25-000007	2851035	Common Stock				6704.0				I		By Stock Award IV	F2
0001731365-25-000007	2851036	Common Stock				3207.0				I			
0001731365-25-000007	2851033	Common Stock				39934.0				D		By IRA	
0001731365-25-000007	2851034	Common Stock				44447.0				I		By Roth IRA	
0001729897-25-000017	2851113	Common Stock				54690.0				I			
0001729897-25-000017	2851112	Common Stock				50686.0				I		By Stock Award IV	F4
0001729897-25-000017	2851111	Common Stock				43411.0				I		By Stock Award III	F3
0001729897-25-000017	2851105	Common Stock				233808.0				D		By 401(k)	
0001729897-25-000017	2851106	Common Stock				40946.0				I		By ESOP	
0001729897-25-000017	2851107	Common Stock				7620.0				I		By SERP	
0001729897-25-000017	2851108	Common Stock				32597.0				I		By SIM	
0001729897-25-000017	2851109	Common Stock				41572.0				I		By Spouse	
0001729897-25-000017	2851110	Common Stock				5933.0				I		By Stock Award II	F2
0001729840-25-000007	2851032	Common Stock				3207.0				I			
0001729840-25-000007	2851031	Common Stock				46280.0				I		By Stock Award IV	F2
0001729840-25-000007	2851030	Common Stock				33519.0				D		By SEP-IRA	
0001813570-25-000007	2850967	Common Stock				3207.0				I			
0001813570-25-000007	2850966	Common Stock				11664.0				D		By Stock Award V	F2
0001752640-25-000018	2851122	Common Stock				14470.0				I		By Stock Award III	F3
0001752640-25-000018	2851121	Common Stock				4683.0				I		By Stock Award II	F2
0001752640-25-000018	2851123	Common Stock				12672.0				I		By Stock Award IV	F4
0001752640-25-000018	2851118	Common Stock				64281.0				D		By ESOP	
0001752640-25-000018	2851124	Common Stock				12288.0				I			
0001752640-25-000018	2851120	Common Stock				6459.0				I		By SIM	
0001752640-25-000018	2851119	Common Stock				6683.0				I		By SERP	
0001874437-25-000008	2851012	Common Stock				3207.0				I			
0001874437-25-000008	2851011	Common Stock				8048.0				D		By Stock Award IV	F2
0000894671-25-000082	2851046	Common Shares				13916.27	F2			I		By Esop	
0001332596-25-000026	2851114	Common Stock				4495000.0				D			
0000894671-25-000076	2851104	Common Shares				265.0				I		by KAC as TTEE	
0000901484-25-000009	2851056	Common Stock				171125.0				I		See footnote	F1
0001193125-25-336020	2851019	Common Stock				2084198.0				D			
0001493152-25-029512	2851117	Common Stock				50000.0				D			
0001582883-25-000007	2850928	Common Stock				4888.0				I		By Stock Award (032423)	F4
0001582883-25-000007	2850927	Common Stock				48967.0				I		By Stock Award	F3
0000902664-25-005416	2850807	"Common Stock, par value $0.0001 per share (""Common Stock"")"				923910.0				I		See footnote	F1
0001437749-25-038880	2850940	Common Stock				430.0				D			
0001831410-25-000007	2850885	Common Stock				117028.0				I		See Footnote	F2
0000094049-25-000014	2850847	Common Stock				600.0				I			
0000094049-25-000014	2850846	Common Stock				0.0				I		By Family Trust VI	F3
0000094049-25-000014	2850845	Common Stock				19052.0				I		By Mother's Estate	F3
0000094049-25-000014	2850835	Common Stock				159423.0				D	F1	By Esop II Trust	
0000094049-25-000014	2850843	Common Stock				0.0				I		By Father's ESOP	F3
0000094049-25-000014	2850837	Common Stock				160000.0				I		By Family Trust	F2
0000094049-25-000014	2850838	Common Stock				0.0				I		By Family Trust III	
0000094049-25-000014	2850839	Common Stock				2448.0				I		By Family Trust IV	F2
0000094049-25-000014	2850840	Common Stock				87500.0				I		By Father	
0000094049-25-000014	2850841	Common Stock				100.0				I		By Spouse	
0000094049-25-000014	2850842	Common Stock				1017.0				I		Member Of Plan Committee Of Stepan Company	
0000094049-25-000014	2850844	Common Stock				67.21				I		By Family Trust V	
0000094049-25-000014	2850836	Common Stock				0.0				I		By Family LLC	F2
0000947871-25-001098	2850798	Class A Common Shares				19307536.0				I		See Footnote	F1
0000947871-25-001098	2850799	Class C Common Shares				3244309.0				I		See Footnote	F1
0000094049-25-000011	2850935	Common Stock				43439.0				I		By Son	
0000094049-25-000011	2850938	Common Stock				1238.22				I		By ESOP II Trust	
0000094049-25-000011	2850937	Common Stock				95416.0				I		By Trust	
0000094049-25-000011	2850933	Common Stock				43439.0				I		By Daughter	
0000094049-25-000011	2850934	Common Stock				43439.0				I		By Daughter	
0000094049-25-000011	2850936	Common Stock				5174.0				I		By Spouse	
0001493152-25-029475	2850834	Common Stock				66000.0				D			
0000354190-25-000060	2850915	Common Stock				3165.0				I		By Spouse	F4
0000354190-25-000060	2850916	Common Stock				418.69				I		Gallagher 401(k) plan account	
0000354190-25-000058	2850868	Common Stock				418.66				I		Gallagher 401(k) plan account	
0001193125-25-335674	2850858	Class A Common Stock, par value $0.01				45.0				D			
0001193125-25-335674	2850859	Class B Common Stock, par value $0.01	F1			7199.0				D			
0001553350-25-000210	2850826	Common Stock				54535.0				I		By Dolphin Entertainment, LLC	F2
0001553350-25-000210	2850827	Common Stock				62106.0				I		By Dolphin Digital Media Holdings, LLC	F3
0000950142-25-003270	2851102	Class A common stock				520666.0				I		See footnote	F1
0000950142-25-003270	2851103	Class A common stock				26559.0				D	F8		
0001397187-25-000068	2851054	Common Stock				750.0				I		By Trust	F2
0001397187-25-000068	2851055	Common Stock				500.0				I		By Spouse	
0002097390-25-000005	2851094	Common Stock				6629800.0				D	F1		
0000709283-25-000099	2851022	Common Stock				15271.0				D			
0001628280-25-059060	2850969	Common Stock				200.0				I		Held by child	
0001493152-25-029468	2851087	Common Stock				24.0	F3			D		By Allison Taylor Proehl 2020 Irrevocable Trust	F6
0001493152-25-029468	2851090	Common Stock				79795.0	F3			I			
0001493152-25-029468	2851089	Common Stock				3.0	F3			I		By Proehl Investment Ventures LLC	F6
0001493152-25-029468	2851088	Common Stock				7.0	F3			I		By Meghan Proehl Wilder 2020 Irrevocable Trust	F6
0001924253-25-000012	2850910	Class A Common Stock				20184.0				I		By The Slowe Family Trust dated January 26, 2012	
0001821974-25-000010	2850912	Class B Common Stock				3061782.0				I			
0001821974-25-000010	2850911	Class A Common Stock				50883.0				D		By Trust	
0001747721-25-000004	2851101	Class A Common Stock				2350696.0				D	F1		
0000904548-25-000008	2850945	Class A Common Stock				213.0				I		I	F2
0000904548-25-000008	2850946	Class A Common Stock				1276.0				I		I	F3
0000904548-25-000008	2850947	Class A Common Stock				11921.0				I		I	F4
0000904548-25-000008	2850948	Class A Common Stock				766443.0				I		I	F5
0000904548-25-000008	2850950	Class A Common Stock				1551355.0				I		I	F7
0000904548-25-000008	2850944	Class A Common Stock				11367.0				I		I	F1
0000904548-25-000008	2850949	Class A Common Stock				2350696.0				I		I	F6
0001769628-25-000130	2850853	Class A Common Stock				22500.0				I		YOLO APV Trust	F8
0001769628-25-000130	2850852	Class A Common Stock				215222.0				D		See Footnote	F7
0001769628-25-000130	2850855	Class A Common Stock				182687.0				I			
0001769628-25-000130	2850854	Class A Common Stock				182679.0				I		YOLO ECV Trust	F9
0001841794-25-000131	2851057	Class A Common Stock				279989.0				D	F7		
0001780660-25-000003	2850908	Common Stock				2500.0				I		By You Jin Lee (spouse)	
0001213900-25-126184	2851099	Class A Common Stock				20000.0	F1			D			
0001166586-25-000011	2851029	Class A Common Stock				10408860.0				I		By AH Parallel Fund V, L.P.	F13, F12
0001166586-25-000011	2851026	Class A Common Stock				607161.0				I		By Andreessen Horowitz LSV Fund III, L.P.	F9, F8
0001166586-25-000011	2851025	Class A Common Stock				6757090.0				I		By Andreessen Horowitz LSV Fund I, L.P.	F7
0001166586-25-000011	2851027	Class A Common Stock				2081772.0				I		By Andreessen Horowitz Fund V, L.P.	F10
0001166586-25-000011	2851028	Class A Common Stock				17001.0				I		By CLF Partners, LP	F11
0001231919-25-000664	2850785	Class A Common Stock				607161.0				I		By Andreessen Horowitz LSV Fund III, L.P.	F9, F8
0001231919-25-000664	2850784	Class A Common Stock				6757090.0				I		By Andreessen Horowitz LSV Fund I, L.P.	F7
0001231919-25-000664	2850786	Class A Common Stock				2081772.0				I		By Andreessen Horowitz Fund V, L.P.	F10
0001231919-25-000664	2850788	Class A Common Stock				10408860.0				I		By AH Parallel Fund V, L.P.	F13, F12
0001231919-25-000664	2850787	Class A Common Stock				17001.0				I		By CLF Partners, LP	F11
0001231919-25-000663	2850875	Class A Common Stock				17001.0				I		By CLF Partners, LP	F11
0001231919-25-000663	2850876	Class A Common Stock				10408860.0				I		By AH Parallel Fund V, L.P.	F13, F12
0001231919-25-000663	2850874	Class A Common Stock				2081772.0				I		By Andreessen Horowitz Fund V, L.P.	F10
0001231919-25-000663	2850873	Class A Common Stock				607161.0				I		By Andreessen Horowitz LSV Fund III, L.P.	F9, F8
0001231919-25-000663	2850872	Class A Common Stock				6757090.0				I		By Andreessen Horowitz LSV Fund I, L.P.	F7
0001231919-25-000662	2850899	Class A Common Stock				6757090.0				I		By Andreessen Horowitz LSV Fund I, L.P.	F7
0001231919-25-000662	2850900	Class A Common Stock				607161.0				I		By Andreessen Horowitz LSV Fund III, L.P.	F9, F8
0001231919-25-000662	2850901	Class A Common Stock				2081772.0				I		By Andreessen Horowitz Fund V, L.P.	F10
0001231919-25-000662	2850903	Class A Common Stock				10408860.0				I		By AH Parallel Fund V, L.P.	F13, F12
0001231919-25-000662	2850902	Class A Common Stock				17001.0				I		By CLF Partners, LP	F11
0001062993-25-017483	2851116	Common Stock				30000.0				D			
0000899140-25-001478	2851006	Common Stock				12860.0				I		See footnote	F3
0000899140-25-001473	2850808	Common Stock				12542.0				I		See footnote	F3
0000899140-25-001473	2850809	Common Stock				5200.0				I		See footnote	F4
0000899140-25-001473	2850811	Common Stock				19675.0				I		See footnote	F6
0000899140-25-001473	2850810	Common Stock				288800.0				I		See footnote	F5
0000899140-25-001470	2850830	Common Stock				200000.0				I		See footnote	F4
0000899140-25-001470	2850829	Common Stock				23500.0				I		See footnote	F3
0001478831-25-000004	2851010	Common Stock				2100.0				I		By son	
0001531882-25-000003	2850898	Common Stock				272.0	F3			I		401K Profit Sharing	
0001817266-25-000005	2851041	Common Stock				1065.0	F3			I		401K Profit Sharing	
0001012100-25-000118	2851023	Common Stock				3679.0	F3			I		401k & Profit Sharing Plan	
0001012100-25-000118	2851024	Common Stock				15355.0	F4			I		By Husband	
0001707569-25-000003	2851040	Common Stock				1336.0	F3			I		401k & Profit Sharing Plan	
0001193125-25-335575	2851021	Common Stock				11571.0				I		Custodial Account for Child	F4
0001193125-25-335575	2851020	Common Stock				11571.0				I		Custodial Account for Child	F3
0000042888-25-000061	2850905	Common Stock				2555.04				I		Common Stock (By ESOP)	
0001193125-25-335563	2850881	Common Stock				10000.0				D			
0000897069-25-001842	2851115	Common Stock				1906481.0				D			
0001730168-25-000130	2850863	Common Stock, $0.001 par value				482836.0				D			
0000019745-25-000045	2850812	Common Stock				514.0				I		401k Plan	
0001616707-25-000165	2850941	Class A Common Stock				22857.0				I		See Footnote	F8
